14,0.05,"   4.60","   3.74","   3.34","   3.11","   2.96","   2.85","   2.76","   2.70","   2.65","   2.60","   2.57","   2.53","   2.48","   2.44","   2.39"
14,0.01,"   8.86","   6.51","   5.56","   5.04","   4.69","   4.46","   4.28","   4.14","   4.03","   3.94","   3.86","   3.80","   3.70","   3.62","   3.51"
15,0.05,"   4.54","   3.68","   3.29","   3.06","   2.90","   2.79","   2.71","   2.64","   2.59","   2.54","   2.51","   2.48","   2.42","   2.38","   2.33"
15,0.01,"   8.68","   6.36","   5.42","   4.89","   4.56","   4.32","   4.14","   4.00","   3.89","   3.80","   3.73","   3.67","   3.56","   3.49","   3.37"
16,0.05,"   4.49","   3.63","   3.24","   3.01","   2.85","   2.74","   2.66","   2.59","   2.54","   2.49","   2.46","   2.42","   2.37","   2.33","   2.28"
16,0.01,"   8.53","   6.23","   5.29","   4.77","   4.44","   4.20","   4.03","   3.89","   3.78","   3.69","   3.62","   3.55","   3.45","   3.37","   3.26"
17,0.05,"   4.45","   3.59","   3.20","   2.96","   2.81","   2.70","   2.61","   2.55","   2.49","   2.45","   2.41","   2.38","   2.33","   2.29","   2.23"
17,0.01,"   8.40","   6.11","   5.18","   4.67","   4.34","   4.10","   3.93","   3.79","   3.68","   3.59","   3.52","   3.46","   3.35","   3.27","   3.16"
18,0.05,"   4.41","   3.55","   3.16","   2.93","   2.77","   2.66","   2.58","   2.51","   2.46","   2.41","   2.37","   2.34","   2.29","   2.25","   2.19"
18,0.01,"   8.29","   6.01","   5.09","   4.58","   4.25","   4.01","   3.84","   3.71","   3.60","   3.51","   3.43","   3.37","   3.27","   3.19","   3.08"
19,0.05,"   4.38","   3.52","   3.13","   2.90","   2.74","   2.63","   2.54","   2.48","   2.42","   2.38","   2.34","   2.31","   2.26","   2.21","   2.16"
19,0.01,"   8.18","   5.93","   5.01","   4.50","   4.17","   3.94","   3.77","   3.63","   3.52","   3.43","   3.36","   3.30","   3.19","   3.12","   3.00"
20,0.05,"   4.35","   3.49","   3.10","   2.87","   2.71","   2.60","   2.51","   2.45","   2.39","   2.35","   2.31","   2.28","   2.22","   2.18","   2.12"
20,0.01,"   8.10","   5.85","   4.94","   4.43","   4.10","   3.87","   3.70","   3.56","   3.46","   3.37","   3.29","   3.23","   3.13","   3.05","   2.94"
21,0.05,"   4.32","   3.47","   3.07","   2.84","   2.68","   2.57","   2.49","   2.42","   2.37","   2.32","   2.28","   2.25","   2.20","   2.16","   2.10"
21,0.01,"   8.02","   5.78","   4.87","   4.37","   4.04","   3.81","   3.64","   3.51","   3.40","   3.31","   3.24","   3.17","   3.07","   2.99","   2.88"
22,0.05,"   4.30","   3.44","   3.05","   2.82","   2.66","   2.55","   2.46","   2.40","   2.34","   2.30","   2.26","   2.23","   2.17","   2.13","   2.07"
22,0.01,"   7.95","   5.72","   4.82","   4.31","   3.99","   3.76","   3.59","   3.45","   3.35","   3.26","   3.18","   3.12","   3.02","   2.94","   2.83"
23,0.05,"   4.28","   3.42","   3.03","   2.80","   2.64","   2.53","   2.44","   2.37","   2.32","   2.27","   2.24","   2.20","   2.15","   2.11","   2.05"
23,0.01,"   7.88","   5.66","   4.76","   4.26","   3.94","   3.71","   3.54","   3.41","   3.30","   3.21","   3.14","   3.07","   2.97","   2.89","   2.78"
24,0.05,"   4.26","   3.40","   3.01","   2.78","   2.62","   2.51","   2.42","   2.36","   2.30","   2.25","   2.22","   2.18","   2.13","   2.09","   2.03"
24,0.01,"   7.82","   5.61","   4.72","   4.22","   3.90","   3.67","   3.50","   3.36","   3.26","   3.17","   3.09","   3.03","   2.93","   2.85","   2.74"
25,0.05,"   4.24","   3.39","   2.99","   2.76","   2.60","   2.49","   2.40","   2.34","   2.28","   2.24","   2.20","   2.16","   2.11","   2.07","   2.01"
25,0.01,"   7.77","   5.57","   4.68","   4.18","   3.85","   3.63","   3.46","   3.32","   3.22","   3.13","   3.06","   2.99","   2.89","   2.81","   2.70"
26,0.05,"   4.23","   3.37","   2.98","   2.74","   2.59","   2.47","   2.39","   2.32","   2.27","   2.22","   2.18","   2.15","   2.09","   2.05","   1.99"
26,0.01,"   7.72","   5.53","   4.64","   4.14","   3.82","   3.59","   3.42","   3.29","   3.18","   3.09","   3.02","   2.96","   2.86","   2.78","   2.66"
27,0.05,"   4.21","   3.35","   2.96","   2.73","   2.57","   2.46","   2.37","   2.31","   2.25","   2.20","   2.17","   2.13","   2.08","   2.04","   1.97"
27,0.01,"   7.68","   5.49","   4.60","   4.11","   3.78","   3.56","   3.39","   3.26","   3.15","   3.06","   2.99","   2.93","   2.82","   2.75","   2.63"
28,0.05,"   4.20","   3.34","   2.95","   2.71","   2.56","   2.45","   2.36","   2.29","   2.24","   2.19","   2.15","   2.12","   2.06","   2.02","   1.96"
28,0.01,"   7.64","   5.45","   4.57","   4.07","   3.75","   3.53","   3.36","   3.23","   3.12","   3.03","   2.96","   2.90","   2.79","   2.72","   2.60"
29,0.05,"   4.18","   3.33","   2.93","   2.70","   2.55","   2.43","   2.35","   2.28","   2.22","   2.18","   2.14","   2.10","   2.05","   2.01","   1.94"
29,0.01,"   7.60","   5.42","   4.54","   4.04","   3.73","   3.50","   3.33","   3.20","   3.09","   3.00","   2.93","   2.87","   2.77","   2.69","   2.57"
30,0.05,"   4.17","   3.32","   2.92","   2.69","   2.53","   2.42","   2.33","   2.27","   2.21","   2.16","   2.13","   2.09","   2.04","   1.99","   1.93"
30,0.01,"   7.56","   5.39","   4.51","   4.02","   3.70","   3.47","   3.30","   3.17","   3.07","   2.98","   2.91","   2.84","   2.74","   2.66","   2.55"
32,0.05,"   4.15","   3.29","   2.90","   2.67","   2.51","   2.40","   2.31","   2.24","   2.19","   2.14","   2.10","   2.07","   2.01","   1.97","   1.91"
32,0.01,"   7.50","   5.34","   4.46","   3.97","   3.65","   3.43","   3.26","   3.13","   3.02","   2.93","   2.86","   2.80","   2.70","   2.62","   2.50"
34,0.05,"   4.13","   3.28","   2.88","   2.65","   2.49","   2.38","   2.29","   2.23","   2.17","   2.12","   2.08","   2.05","   1.99","   1.95","   1.89"
34,0.01,"   7.44","   5.29","   4.42","   3.93","   3.61","   3.39","   3.22","   3.09","   2.98","   2.89","   2.82","   2.76","   2.66","   2.58","   2.46"
36,0.05,"   4.11","   3.26","   2.87","   2.63","   2.48","   2.36","   2.28","   2.21","   2.15","   2.11","   2.07","   2.03","   1.98","   1.93","   1.87"
36,0.01,"   7.40","   5.25","   4.38","   3.89","   3.57","   3.35","   3.18","   3.05","   2.95","   2.86","   2.79","   2.72","   2.62","   2.54","   2.43"
38,0.05,"   4.10","   3.24","   2.85","   2.62","   2.46","   2.35","   2.26","   2.19","   2.14","   2.09","   2.05","   2.02","   1.96","   1.92","   1.85"
38,0.01,"   7.35","   5.21","   4.34","   3.86","   3.54","   3.32","   3.15","   3.02","   2.92","   2.83","   2.75","   2.69","   2.59","   2.51","   2.40"
40,0.05,"   4.08","   3.23","   2.84","   2.61","   2.45","   2.34","   2.25","   2.18","   2.12","   2.08","   2.04","   2.00","   1.95","   1.90","   1.84"
40,0.01,"   7.31","   5.18","   4.31","   3.83","   3.51","   3.29","   3.12","   2.99","   2.89","   2.80","   2.73","   2.66","   2.56","   2.48","   2.37"
42,0.05,"   4.07","   3.22","   2.83","   2.59","   2.44","   2.32","   2.24","   2.17","   2.11","   2.06","   2.03","   1.99","   1.94","   1.89","   1.83"
42,0.01,"   7.28","   5.15","   4.29","   3.80","   3.49","   3.27","   3.10","   2.97","   2.86","   2.78","   2.70","   2.64","   2.54","   2.46","   2.34"
44,0.05,"   4.06","   3.21","   2.82","   2.58","   2.43","   2.31","   2.23","   2.16","   2.10","   2.05","   2.01","   1.98","   1.92","   1.88","   1.81"
44,0.01,"   7.25","   5.12","   4.26","   3.78","   3.47","   3.24","   3.08","   2.95","   2.84","   2.75","   2.68","   2.62","   2.52","   2.44","   2.32"
46,0.05,"   4.05","   3.20","   2.81","   2.57","   2.42","   2.30","   2.22","   2.15","   2.09","   2.04","   2.00","   1.97","   1.91","   1.87","   1.80"
46,0.01,"   7.22","   5.10","   4.24","   3.76","   3.44","   3.22","   3.06","   2.93","   2.82","   2.73","   2.66","   2.60","   2.50","   2.42","   2.30"
48,0.05,"   4.04","   3.19","   2.80","   2.57","   2.41","   2.29","   2.21","   2.14","   2.08","   2.03","   1.99","   1.96","   1.90","   1.86","   1.79"
48,0.01,"   7.19","   5.08","   4.22","   3.74","   3.43","   3.20","   3.04","   2.91","   2.80","   2.71","   2.64","   2.58","   2.48","   2.40","   2.28"
50,0.05,"   4.03","   3.18","   2.79","   2.56","   2.40","   2.29","   2.20","   2.13","   2.07","   2.03","   1.99","   1.95","   1.89","   1.85","   1.78"
50,0.01,"   7.17","   5.06","   4.20","   3.72","   3.41","   3.19","   3.02","   2.89","   2.78","   2.70","   2.63","   2.56","   2.46","   2.38","   2.27"
55,0.05,"   4.02","   3.16","   2.77","   2.54","   2.38","   2.27","   2.18","   2.11","   2.06","   2.01","   1.97","   1.93","   1.88","   1.83","   1.76"
55,0.01,"   7.12","   5.01","   4.16","   3.68","   3.37","   3.15","   2.98","   2.85","   2.75","   2.66","   2.59","   2.53","   2.42","   2.34","   2.23"
60,0.05,"   4.00","   3.15","   2.76","   2.53","   2.37","   2.25","   2.17","   2.10","   2.04","   1.99","   1.95","   1.92","   1.86","   1.82","   1.75"
60,0.01,"   7.08","   4.98","   4.13","   3.65","   3.34","   3.12","   2.95","   2.82","   2.72","   2.63","   2.56","   2.50","   2.39","   2.31","   2.20"
70,0.05,"   3.98","   3.13","   2.74","   2.50","   2.35","   2.23","   2.14","   2.07","   2.02","   1.97","   1.93","   1.89","   1.84","   1.79","   1.72"
70,0.01,"   7.01","   4.92","   4.07","   3.60","   3.29","   3.07","   2.91","   2.78","   2.67","   2.59","   2.51","   2.45","   2.35","   2.27","   2.15"
80,0.05,"   3.96","   3.11","   2.72","   2.49","   2.33","   2.21","   2.13","   2.06","   2.00","   1.95","   1.91","   1.88","   1.82","   1.77","   1.70"
80,0.01,"   6.96","   4.88","   4.04","   3.56","   3.26","   3.04","   2.87","   2.74","   2.64","   2.55","   2.48","   2.42","   2.31","   2.23","   2.12"
100,0.05,"   3.94","   3.09","   2.70","   2.46","   2.31","   2.19","   2.10","   2.03","   1.97","   1.93","   1.89","   1.85","   1.79","   1.75","   1.68"
100,0.01,"   6.90","   4.82","   3.98","   3.51","   3.21","   2.99","   2.82","   2.69","   2.59","   2.50","   2.43","   2.37","   2.27","   2.19","   2.07"
125,0.05,"   3.92","   3.07","   2.68","   2.44","   2.29","   2.17","   2.08","   2.01","   1.96","   1.91","   1.87","   1.83","   1.77","   1.73","   1.66"
125,0.01,"   6.84","   4.78","   3.94","   3.47","   3.17","   2.95","   2.79","   2.66","   2.55","   2.47","   2.39","   2.33","   2.23","   2.15","   2.03"
150,0.05,"   3.90","   3.06","   2.66","   2.43","   2.27","   2.16","   2.07","   2.00","   1.94","   1.89","   1.85","   1.82","   1.76","   1.71","   1.64"
150,0.01,"   6.81","   4.75","   3.91","   3.45","   3.14","   2.92","   2.76","   2.63","   2.53","   2.44","   2.37","   2.31","   2.20","   2.12","   2.00"
200,0.05,"   3.89","   3.04","   2.65","   2.42","   2.26","   2.14","   2.06","   1.98","   1.93","   1.88","   1.84","   1.80","   1.74","   1.69","   1.62"
200,0.01,"   6.76","   4.71","   3.88","   3.41","   3.11","   2.89","   2.73","   2.60","   2.50","   2.41","   2.34","   2.27","   2.17","   2.09","   1.97"
400,0.05,"   3.86","   3.02","   2.63","   2.39","   2.24","   2.12","   2.03","   1.96","   1.90","   1.85","   1.81","   1.78","   1.72","   1.67","   1.60"
400,0.01,"   6.70","   4.66","   3.83","   3.37","   3.06","   2.85","   2.68","   2.56","   2.45","   2.37","   2.29","   2.23","   2.13","   2.05","   1.92"
1000,0.05,"   3.85","   3.00","   2.61","   2.38","   2.22","   2.11","   2.02","   1.95","   1.89","   1.84","   1.80","   1.76","   1.70","   1.65","   1.58"
1000,0.01,"   6.66","   4.63","   3.80","   3.34","   3.04","   2.82","   2.66","   2.53","   2.43","   2.34","   2.27","   2.20","   2.10","   2.02","   1.90"
1e+07,0.05,"   3.84","   3.00","   2.60","   2.37","   2.21","   2.10","   2.01","   1.94","   1.88","   1.83","   1.79","   1.75","   1.69","   1.64","   1.57"
1e+07,0.01,"   6.63","   4.61","   3.78","   3.32","   3.02","   2.80","   2.64","   2.51","   2.41","   2.32","   2.25","   2.18","   2.08","   2.00","   1.88"
